state_code,derived_race,derived_ethnicity,derived_sex,applicant_age,derived_loan_product_type,funnel_stage,leakage_category,denial_reason_label,is_approved_not_converted,income_band,loan_amount_band,property_value_band,ltv_band,rate_spread_band,dti_band,area_median_income_band,n_aplicaciones,total_loan_amount,total_income,n_con_income,total_rate_spread,n_con_rate_spread,total_origination_charges,n_con_origination_charges,total_interest_rate,n_con_interest_rate,total_loan_costs_sum,n_con_total_loan_costs,total_discount_points,n_con_discount_points,total_property_value,n_con_property_value
AZ,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Medio,4,1690000.0,409.0,4,-1.7729999999999997,4,6101.370000000001,4,26.25,4,25927.12,4,12407.31,3,1680000.0,4
AZ,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Bajo,2,660000.0,204.0,2,0.66,2,16484.75,2,11.75,2,36098.44,2,6488.99,1,680000.0,2
AZ,Race Not Available,Ethnicity Not Available,Joint,>74,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,615000.0,145.0,1,0.806,1,1740.0,1,7.99,1,4867.75,1,,0,645000.0,1
AZ,White,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,4,2770000.0,1245.0,4,-1.832,4,7894.74,4,25.0,4,24334.03,4,31204.97,3,3230000.0,4
AZ,Race Not Available,Hispanic or Latino,Male,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Bajo,4,1390000.0,266.0,4,-2.6260000000000003,4,9122.32,4,23.74,4,34485.020000000004,4,29222.800000000003,4,1380000.0,4
WA,Asian,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,2,240000.0,64.0,2,-1.517,2,8897.35,2,12.0,2,11835.98,2,6607.35,2,690000.0,2
WA,Joint,Not Hispanic or Latino,Joint,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,3,1285000.0,527.0,3,-1.2097,3,2493.92,3,19.375,3,17131.510000000002,3,14442.26,3,1285000.0,3
MD,Race Not Available,Not Hispanic or Latino,Female,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,1,295000.0,65.0,1,0.058,1,1370.0,1,5.99,1,4769.0,1,,0,305000.0,1
MD,Asian,Joint,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,315000.0,129.0,1,0.482,1,1370.0,1,7.125,1,4563.6,1,,0,395000.0,1
MD,White,Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Alto,1,315000.0,279.0,1,-0.7,1,1845.0,1,5.5,1,4078.0,1,,0,515000.0,1
IN,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Unknown,Bajo,1,205000.0,149.0,1,0.577,1,1495.0,1,7.375,1,2598.89,1,,0,215000.0,1
IN,Asian,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,2,310000.0,86.0,2,0.7238800000000001,2,2476.6,2,13.625,2,6546.799999999999,2,804.6,2,400000.0,2
IN,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Bajo,1,155000.0,115.0,1,0.55596,1,1150.62,1,7.0,1,2780.27,1,,0,165000.0,1
OH,Asian,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,225000.0,82.0,1,0.097,1,1340.38,1,6.5,1,4316.93,1,277.88,1,245000.0,1
OH,Black or African American,Not Hispanic or Latino,Female,55-64,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,2,440000.0,131.0,2,,0,,0,,0,,0,,0,,0
TN,White,Not Hispanic or Latino,Male,45-54,VA:First Lien,Preapproval approved not accepted,Process-based leakage,Not applicable,True,Unknown,Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Sin dato de área,2,580000.0,,0,,0,,0,11.75,2,,0,,0,,0
TN,White,Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,2,750000.0,186.0,2,1.286,2,7283.38,2,14.625,2,14223.68,2,3155.97,1,770000.0,2
TN,Race Not Available,Not Hispanic or Latino,Sex Not Available,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,405000.0,109.0,1,-0.972,1,595.0,1,6.625,1,4142.92,1,,0,395000.0,1
TN,Asian,Not Hispanic or Latino,Joint,65-74,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,195000.0,83.0,1,,0,,0,,0,,0,,0,,0
TN,White,Not Hispanic or Latino,Male,>74,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,485000.0,104.0,1,-0.156,1,1100.0,1,5.875,1,4018.0,1,,0,625000.0,1
TN,Asian,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,2,530000.0,114.0,2,0.268,2,4400.97,2,12.115,2,10527.42,2,1915.9700000000005,2,550000.0,2
MD,White,Hispanic or Latino,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,385000.0,91.0,1,-0.16,1,7855.0,1,6.0,1,10804.73,1,6305.0,1,485000.0,1
MD,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,535000.0,155.0,1,0.679,1,,0,6.999,1,,0,,0,465000.0,1
MD,Black or African American,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,15000.0,7.0,1,,0,,0,,0,,0,,0,75000.0,1
MD,White,Not Hispanic or Latino,Male,55-64,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,155000.0,141.0,1,1.87,1,,0,9.09,1,,0,,0,655000.0,1
MD,White,Not Hispanic or Latino,Male,55-64,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,435000.0,101.0,1,,0,,0,,0,,0,,0,,0
MD,White,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,2,350000.0,381.0,2,,0,,0,,0,,0,,0,,0
TX,White,Joint,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Medio,2,790000.0,470.0,2,0.803,2,11674.14,2,13.625,2,18609.59,2,8506.14,2,980000.0,2
TX,American Indian or Alaska Native,Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Elevado (>1.29) — mayor abandono,Unknown,Bajo,1,275000.0,961.0,1,2.54,1,,0,9.375,1,,0,,0,,0
TX,Joint,Not Hispanic or Latino,Joint,<25,Conventional:Subordinate Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,2,10000.0,184.0,2,,0,,0,,0,,0,,0,,0
TX,White,Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,12,3300000.0,813.0,12,7.37,12,62301.75,12,77.469,12,163192.17,12,39271.77,6,3390000.0,12
TX,Black or African American,Not Hispanic or Latino,Male,35-44,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,10000.0,201.0,2,,0,0.0,2,0.0,2,0.0,2,,0,650000.0,2
TX,Race Not Available,Not Hispanic or Latino,Male,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Bajo,2,640000.0,191.0,2,-1.114,2,4920.88,2,12.25,2,20680.15,2,6963.38,2,640000.0,2
CA,Race Not Available,Ethnicity Not Available,Female,25-34,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,2,620000.0,97.0,2,,0,,0,,0,,0,,0,640000.0,2
CA,Asian,Ethnicity Not Available,Male,<25,Conventional:First Lien,Denied,Risk-based leakage,Collateral,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,555000.0,381.0,1,,0,,0,,0,,0,,0,585000.0,1
CA,White,Hispanic or Latino,Joint,35-44,VA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,4,2610000.0,410.0,4,,0,,0,,0,,0,,0,2600000.0,4
AZ,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,2,420000.0,216.0,2,1.303,2,10903.97,2,13.999,2,17759.72,2,5766.37,2,500000.0,2
AZ,White,Not Hispanic or Latino,Male,55-64,FHA:First Lien,Denied,Risk-based leakage,Other,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,535000.0,166.0,1,,0,,0,,0,,0,,0,555000.0,1
AZ,Race Not Available,Hispanic or Latino,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,125000.0,38.0,1,0.578,1,600.0,1,5.625,1,3990.5,1,,0,405000.0,1
WA,White,Ethnicity Not Available,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,1,725000.0,580.0,1,0.212,1,17161.75,1,6.624,1,20733.16,1,15431.75,1,915000.0,1
WA,White,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Alto,1,275000.0,71.0,1,-0.274,1,4676.65,1,5.625,1,11741.22,1,3581.65,1,275000.0,1
WA,White,Hispanic or Latino,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Alto,1,215000.0,67.0,1,-0.085,1,0.0,1,6.625,1,2578.22,1,2180.0,1,555000.0,1
WA,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,415000.0,210.0,1,-1.231,1,0.0,1,5.75,1,2975.76,1,2073.24,1,465000.0,1
WA,White,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Bajo,3,1005000.0,204.0,3,-2.076,3,2395.38,3,16.861,3,28584.049999999996,3,5231.93,3,1025000.0,3
WA,White,Not Hispanic or Latino,Joint,45-54,Conventional:Subordinate Lien,Denied,Risk-based leakage,Other,False,Alto ($146K+),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Bajo (<30%),Alto,1,195000.0,263.0,1,,0,,0,,0,,0,,0,815000.0,1
MD,Black or African American,Not Hispanic or Latino,Female,<25,FHA:First Lien,Denied,Risk-based leakage,Employment history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,115000.0,33.0,1,,0,,0,,0,,0,,0,125000.0,1
MD,Black or African American,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Medio,1,445000.0,97.0,1,1.352,1,1395.0,1,7.25,1,12492.62,1,,0,455000.0,1
MD,White,Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Alto,5,2495000.0,544.0,5,2.4667,5,22713.21,5,33.355000000000004,5,37171.47,5,10420.26,1,2705000.0,5
OH,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Female,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,95000.0,54.0,1,1.432,1,1062.5,1,7.25,1,4444.0,1,,0,105000.0,1
OH,White,Not Hispanic or Latino,Male,>74,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,65000.0,43.0,1,-0.079,1,1686.25,1,6.125,1,3481.5,1,603.75,1,185000.0,1
OH,White,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Alto (50%+),Bajo,5,685000.0,234.0,5,2.457,5,6468.97,5,32.125,5,18130.95,5,1993.27,3,735000.0,5
OH,White,Not Hispanic or Latino,Male,25-34,VA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Cero (revisar dato),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,215000.0,,0,,0,,0,,0,,0,,0,215000.0,1
OH,Race Not Available,Ethnicity Not Available,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,135000.0,91.0,1,-1.439,1,0.0,1,5.625,1,2470.63,1,,0,195000.0,1
OH,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Medio,2,240000.0,436.0,2,1.487,2,5927.5,2,14.715,2,10657.7,2,4207.5,1,280000.0,2
OH,White,Not Hispanic or Latino,Male,<25,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,7,1605000.0,442.0,7,4.7219999999999995,7,24472.63,7,46.125,7,71221.43,7,14092.63,3,1635000.0,7
IN,Asian,Not Hispanic or Latino,Male,<25,FHA:First Lien,Denied,Risk-based leakage,Other,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,125000.0,46.0,1,,0,,0,,0,,0,,0,125000.0,1
WA,White,Hispanic or Latino,Female,55-64,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,135000.0,48.0,1,,0,,0,,0,,0,,0,,0
WA,Asian,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Medio,2,900000.0,201.0,2,0.787,2,10203.66,2,13.115,2,31303.120000000003,2,6848.66,1,920000.0,2
WA,Race Not Available,Ethnicity Not Available,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,2,1120000.0,348.0,2,-0.659,2,10395.0,2,14.125,2,13925.54,2,,0,1410000.0,2
WA,Joint,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,1,675000.0,310.0,1,1.204,1,,0,8.375,1,,0,,0,715000.0,1
WA,Asian,Not Hispanic or Latino,Female,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,365000.0,75.0,1,0.278,1,0.0,1,5.25,1,9120.21,1,6387.34,1,375000.0,1
WA,Joint,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,375000.0,122.0,1,-0.38,1,0.0,1,5.25,1,2450.05,1,,0,385000.0,1
WA,Race Not Available,Ethnicity Not Available,Sex Not Available,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,355000.0,132.0,1,-0.14,1,0.0,1,6.5,1,2947.89,1,3089.42,1,445000.0,1
WA,White,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Denied,Risk-based leakage,Unverifiable information,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Bajo (<30%),Alto,1,105000.0,92.0,1,,0,,0,,0,,0,,0,,0
WA,Joint,Not Hispanic or Latino,Joint,35-44,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Alto,3,465000.0,975.0,3,2.17,3,,0,26.0,3,,0,,0,4165000.0,3
MD,Joint,Not Hispanic or Latino,Joint,<25,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,245000.0,105.0,1,0.624,1,1370.0,1,6.125,1,8404.78,1,,0,245000.0,1
MD,Asian,Not Hispanic or Latino,Male,35-44,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Alto,1,15000.0,98.0,1,-5.91,1,0.0,1,0.0,1,0.0,1,,0,465000.0,1
MD,Black or African American,Not Hispanic or Latino,Male,35-44,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Alto,4,60000.0,433.0,4,-27.25,4,0.0,4,0.0,4,0.0,4,,0,1610000.0,4
OH,Race Not Available,Ethnicity Not Available,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,55000.0,73.0,1,1.476,1,2429.0,1,7.375,1,4350.7,1,1134.0,1,85000.0,1
OH,White,Joint,Joint,<25,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,185000.0,62.0,1,-1.438,1,4488.2,1,5.625,1,10755.15,1,4488.2,1,185000.0,1
IN,White,Hispanic or Latino,Male,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Bajo,1,265000.0,104.0,1,-0.55681,1,3051.85,1,6.0,1,4516.5,1,4369.85,1,265000.0,1
IN,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Bajo,3,875000.0,559.0,3,-1.235,3,10381.12,3,17.625,3,14675.96,3,6864.12,1,1095000.0,3
IN,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Denied,Risk-based leakage,Collateral,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,240000.0,110.0,2,,0,,0,,0,,0,,0,270000.0,2
NJ,Asian,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,145000.0,113.0,1,-0.6,1,1545.0,1,5.974,1,4209.58,1,490.0,1,605000.0,1
NJ,Black or African American,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,495000.0,170.0,1,-0.667,1,12529.04,1,5.154,1,25754.8,1,,0,505000.0,1
